med,low_95,high_95,age,age_bins_mid,aa_prev,aa_low95,aa_high95
0.007462686567164179,0.0013185643538405375,0.0410595334308961,1,0.5,0.08823337313432834,0.01558974500496092,0.4854580319465777
0.025210084033613446,0.011604083050170326,0.05389940381243284,2,1.5,0.2980656806722689,0.1371982302127534,0.6372673119122305
0.026785714285714284,0.012332698500849159,0.05719573106016844,3,2.5,0.31669478571428566,0.14581284886953186,0.6762406855632198
0.020833333333333332,0.00893079611463017,0.04783337716269702,4,3.5,0.24631816666666664,0.10559123163981568,0.5655470288731551
0.03888888888888889,0.018963292190413965,0.07808477811507361,5,4.5,0.40994263333333336,0.19989930695677036,0.8231214744962309
0.05714285714285714,0.03133165260431781,0.10197892861050831,6,5.5,0.6023646857142858,0.3302789187934089,1.0749988424340973
0.0547945205479452,0.028023676605756102,0.10439267182580285,7,6.5,0.5776099726027397,0.29540828014573844,1.1004430317164253
0.064,0.0327835795958678,0.12121544371779286,8,7.5,0.6746484480000001,0.34558423584744813,1.277778296528755
0.08904109589041095,0.05277427149060862,0.14637928090775348,9,8.5,0.938616205479452,0.5563137555542149,1.5430399169339364
