med,low_95,high_95,age,age_bins_mid
0.007462686567164179,0.0013185643538405375,0.0410595334308961,1,0.5
0.03361344537815126,0.017129011907359958,0.0649142362497104,2,1.5
0.03587443946188341,0.01828819548968784,0.06918020170651307,3,2.5
0.025210084033613446,0.011604083050170326,0.05389940381243284,4,3.5
0.044444444444444446,0.022690093453176897,0.08523691576429276,5,4.5
0.07514450867052024,0.04443793154319643,0.12430902982942742,6,5.5
0.06896551724137931,0.03788895327564537,0.122291274797874,7,6.5
0.064,0.0327835795958678,0.12121544371779286,8,7.5
0.0958904109589041,0.057981179774590705,0.15451981341713203,9,8.5
