med,low_95,high_95,age,age_bins_mid
0.11764705882352941,0.06859446738989405,0.19445423895740135,1,0.5
0.15675675675675677,0.1114163112449948,0.21606187710882901,2,1.5
0.19170984455958548,0.14240662876947066,0.25304593131138653,3,2.5
0.32857142857142857,0.26862262775387696,0.3946793325064487,4,3.5
0.27807486631016043,0.2188172238508876,0.34626679660829895,5,4.5
0.35714285714285715,0.2911427301756345,0.4290488765305349,6,5.5
0.35074626865671643,0.2751332910818175,0.43467825370143603,7,6.5
0.3983050847457627,0.314526855599215,0.4884958574223093,8,7.5
0.41081081081081083,0.3424322720249687,0.48281796589374154,9,8.5
