med,low_95,high_95,age,age_bins_mid
0.007751937984496124,0.001369720590980374,0.042603440141760214,1,0.5
0.012903225806451613,0.0035456916701159086,0.04582088352323988,2,1.5
0.027777777777777776,0.01085411795640967,0.06924153934534724,3,2.5
0.007352941176470588,0.0012991560360958133,0.04047285399552213,4,3.5
0.05084745762711865,0.026978572162047118,0.0937982616631551,5,4.5
0.05405405405405406,0.027641464885276364,0.10303074397517996,6,5.5
0.042682926829268296,0.020826999592029063,0.08547247460256932,7,6.5
0.0625,0.032006925695061195,0.11848791104425864,8,7.5
0.06451612903225806,0.033050909778555196,0.12215272293751889,9,8.5
