medest,high95_est,low95_est,rownum,age_seq
0,0,0,1,0
0.021439879884338063,0.02686539175286551,0.01689436521696746,2,0.2
0.04193957037087101,0.052078062087593247,0.03327593840424151,3,0.4
0.06162020291030121,0.07571420452916652,0.04916694129236114,4,0.6000000000000001
0.08039352933974837,0.09800119958623313,0.06478234633937459,5,0.8
0.09822566857070045,0.11887249495761758,0.07995587659103953,6,1
0.11525641340890246,0.13844654629053005,0.09452605294005424,7,1.2000000000000002
0.13146244986159922,0.15691391606944652,0.10871625104039973,8,1.4000000000000001
0.14691467292985133,0.17437965864285176,0.12262615046849548,9,1.6
0.16176070063175313,0.19070260205007544,0.13616299306028323,10,1.8
0.17589947130392525,0.20578126719632542,0.14933679433635838,11,2
0.18976428171589388,0.21990359740888427,0.16215410134133534,12,2.2
0.20303955127988904,0.23314926320848922,0.17462361897060144,13,2.4000000000000004
0.21576013225650342,0.24559318604028724,0.18675767288491926,14,2.6
0.22743486729366325,0.25725723607398887,0.19840405074120215,15,2.8000000000000003
0.23900928241858715,0.26844374113451663,0.2097975144668575,16,3
0.24992882853144055,0.27926132061635467,0.2212553920939454,17,3.2
0.2604952454166069,0.289297525256513,0.23236848614709557,18,3.4000000000000004
0.2703675331158348,0.29936591128560774,0.24305141982232153,19,3.6
0.2801555586056989,0.3076964648956654,0.2530589258590934,20,3.8000000000000003
0.28943845874211266,0.3161798582609552,0.26292690477195135,21,4
0.29849117041214146,0.32431022882935956,0.2719239011107427,22,4.2
0.3071198176984006,0.33350958718015394,0.28133447495296793,23,4.4
0.3152638746602767,0.3420686959490366,0.2903951635697948,24,4.6000000000000005
0.322955160123923,0.3492004382312087,0.2992474255579085,25,4.800000000000001
0.33047910691723814,0.3555772216431612,0.3073515049171599,26,5
0.3376502732652612,0.36215226279573454,0.31395796923221453,27,5.2
0.3446775641449267,0.3698846656082508,0.32021227131522756,28,5.4
0.35111934607942014,0.37651960254488936,0.32656846690331226,29,5.6000000000000005
0.3571804425466686,0.3836569206517467,0.3316331141070997,30,5.800000000000001
0.3634516299802506,0.3907492962959279,0.3364717008948359,31,6
0.36910257022265935,0.3968856509634325,0.3416219002484685,32,6.2
0.3748762583360562,0.4035450638923523,0.34621553253135506,33,6.4
0.3798278078125507,0.41016492520817455,0.35023282533884226,34,6.6000000000000005
0.3849355820867698,0.41629181370316715,0.3538909703279784,35,6.800000000000001
0.3899247300229971,0.422319937287555,0.35814428609491206,36,7
0.39501105330352615,0.4278715421004943,0.3619805129173851,37,7.2
0.39964188563320524,0.43334311769652256,0.36546559666678224,38,7.4
0.4038526304321601,0.4386139842179827,0.36845613851239656,39,7.6000000000000005
0.4083228559987895,0.4436893268635535,0.37134682808273733,40,7.800000000000001
0.4120707964140811,0.44909812183107306,0.37371784325089646,41,8
0.4159359242774999,0.45443444109926673,0.3764048271668331,42,8.200000000000001
0.41941897786211296,0.45982193069751964,0.37877286733503385,43,8.4
0.42261025555709686,0.46499198290085564,0.38100948397359025,44,8.6
0.4257731925237866,0.46955118049775463,0.38312696851029243,45,8.8
0.4293223312722466,0.4739596837890584,0.38513169242855083,46,9
