med,low_95,high_95,age,age_bins_mid,aa_med,aa_low95,aa_high95
0.08823529411764706,0.04711555975757314,0.15924458553951418,1,0.5,0.009433769117647059,0.005037409542818678,0.017025802069771976
0.16216216216216217,0.11601529466071957,0.22205378836469758,2,1.5,0.01733773783783784,0.012403897044710226,0.023741113939489425
0.18134715025906736,0.13338141597398628,0.24175022175664768,3,2.5,0.019388920984455958,0.014260614139345516,0.02584697879684483
0.319047619047619,0.259741333174437,0.3848551804336845,4,3.5,0.03411131119047619,0.027770517364744764,0.04114719571400683
0.26737967914438504,0.20909416469237868,0.33503004952387716,5,4.5,0.030606192513368984,0.02393441520490886,0.03834993828365757
0.31868131868131866,0.2553314041356554,0.38952717360679034,6,5.5,0.03647854549450549,0.02922706069022073,0.044588069305596244
0.34328358208955223,0.2682672592868976,0.4270348627355186,7,6.5,0.03929469671641791,0.030707791291554792,0.04888146795832465
0.4067796610169492,0.32244480291963507,0.4969926840167622,8,7.5,0.04656291254237288,0.03690934084697033,0.05688934108017616
0.372972972972973,0.3065352652739824,0.4445787099435745,9,8.5,0.042693156972972976,0.03508822125575939,0.05088966232370473
