medest,high95_est,low95_est,rownum,age_seq
0,0,0,1,0
0.002629809064798006,0.0041619860902560426,0.0017461673608654403,2,0.2
0.005194181650520383,0.008077676662931048,0.0034794225853461637,3,0.4
0.007703446679595846,0.011802607795276431,0.005196755269639754,4,0.6000000000000001
0.010151315994557484,0.015276906474382533,0.006907232291410726,5,0.8
0.012570147891452606,0.01848198754569999,0.008601816937719865,6,1
0.0148688532009307,0.02161892542050164,0.010261955875714796,7,1.2000000000000002
0.01712787392511899,0.02471294502950314,0.011894818512919927,8,1.4000000000000001
0.01934349448406906,0.02767057867794547,0.013489026215241187,9,1.6
0.02147257198606014,0.030415799436364306,0.015058501754319735,10,1.8
0.02355597502122172,0.033029778429948614,0.01668214244757949,11,2
0.02559200185591011,0.035724344847766584,0.018297624260757376,12,2.2
0.027622764416475466,0.0383064029273187,0.019894520988703507,13,2.4000000000000004
0.029488276434313784,0.040639221569934735,0.021480806071964273,14,2.6
0.0313864921197751,0.04272490321023513,0.023056098272012764,15,2.8000000000000003
0.03323704195026486,0.04488540212660784,0.02461582626096056,16,3
0.035016991030792165,0.04709705762910268,0.02616456210085824,17,3.2
0.036822432249993875,0.049317771788277044,0.02769237120506729,18,3.4000000000000004
0.038604415921950824,0.051092854606323776,0.029143108308097326,19,3.6
0.04044005919616698,0.05279208022841314,0.03056642061203957,20,3.8000000000000003
0.04218763862993498,0.054888664341001474,0.032028447431973604,21,4
0.043903944011653095,0.05661196722630706,0.0333970922569493,22,4.2
0.04540730112315071,0.058132260914240924,0.034745965523553454,23,4.4
0.046967504630229875,0.05968520529302812,0.03609110939752487,24,4.6000000000000005
0.04832409332395972,0.06118285306696633,0.037455973060361206,25,4.800000000000001
0.04968564347173432,0.0629033872513756,0.038818186276533925,26,5
0.05103833918668814,0.06478566982414588,0.04006281963473814,27,5.2
0.052217307703142646,0.06639283639218505,0.04124726962755895,28,5.4
0.05358367625029538,0.06831697920158095,0.042244466791619625,29,5.6000000000000005
0.05488416507980236,0.07022818877284556,0.04322955070513938,30,5.800000000000001
0.05622347580030572,0.07213951058350104,0.04412737971579734,31,6
0.05756908325041861,0.0740219876993781,0.04497234165193971,32,6.2
0.05894731957913759,0.0758974416537759,0.045832102612818865,33,6.4
0.06019902555474523,0.07754999723978992,0.04662231213529987,34,6.6000000000000005
0.06121132974963687,0.07931165246728797,0.04758968478641559,35,6.800000000000001
0.06239615297005842,0.08088601124629119,0.04875845682801117,36,7
0.06373493897804669,0.08228968197179251,0.0496700837890992,37,7.2
0.06497411977098971,0.08378708493230486,0.0505052802874168,38,7.4
0.06598481797993744,0.08553158062043459,0.05128780982895783,39,7.6000000000000005
0.06711926520767902,0.08726622284061862,0.05199255893221721,40,7.800000000000001
0.06805614060425519,0.08893747965401592,0.05275476412931995,41,8
0.06894639750870635,0.09026956743497026,0.05339722147081337,42,8.200000000000001
0.06998770901974874,0.09158468730869257,0.05387053654316146,43,8.4
0.07103367135520203,0.09322971540083239,0.05424715771920014,44,8.6
0.0720474202719647,0.09487900022358697,0.05466661731070382,45,8.8
0.07304722570181409,0.09663035038625331,0.05496230138293126,46,9
