med,low_95,high_95,age,age_bins_mid
0,0,0.02708276446557295,1,0.5
0.017543859649122806,0.004824418781068854,0.06171802645991866,2,1.5
0.02185792349726776,0.008532172862779302,0.054844868268429166,3,2.5
0.010416666666666666,0.0028612893782969787,0.03717854114539975,4,3.5
0.0223463687150838,0.008723574404384326,0.056039958423838215,5,4.5
0.029940119760479042,0.012855039352347991,0.06816428064316529,6,5.5
0.04430379746835443,0.021623955563445336,0.08861639292761014,7,6.5
0.047619047619047616,0.02432399429310919,0.09113975326153333,8,7.5
0.056074766355140186,0.03236469679512062,0.09544136441754551,9,8.5
